Clothing_Barcode,Clothing_Category,LocationID,Selling_Price,Clothing_Type,Clothing_Description,Clothing_Brand,Clothing_Size,Clothing_Color,Clothing_Gender,Clothing_Condition
1691,4,3,44,Vest,classic vans,Vans,10,Black,Male,Fair
1692,1,3,23,Shoes,stomper boots,black,8,Black,Female,Good
1693,2,2,40,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Great
1694,3,1,27,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Good
1695,3,2,40,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1696,4,3,53,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1697,2,1,61,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Good
1698,5,2,17,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1699,3,1,22,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Poor
1700,6,1,33,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1701,1,3,43,Shoes,Old cowboy boots,Tough,13,Brown,Male,Good
1702,2,2,57,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Fair
1703,2,1,55,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Great
1704,4,1,30,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Poor
1705,1,3,20,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1706,4,1,27,Dress,Carhart logo hat,Carhart,M,Brown,Female,Fair
1707,4,3,35,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1708,6,1,23,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Good
1709,6,1,44,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Good
1710,2,1,69,Shoes,Short shorts jene style,Levy,29,Blue,Female,Great
1711,5,3,35,Sweatshirt,Small brown phish shirt - 2011,Concert,S,Brown,Male,Good
1712,3,3,53,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Fair
1713,1,1,61,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1714,4,1,39,Shirt,classic jenes,Levy,34,Blue,Male,Poor
1715,3,3,39,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1716,4,2,22,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1717,1,3,26,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1718,6,3,37,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Great
1719,4,2,32,Shoes,Puffy winter coat,Volcom,L,Red,Male,Good
1720,1,3,53,Sweatshirt,classic vans,Vans,11,Red,Male,Great
1721,5,1,65,Shorts,classic vans,Vans,10,Black,Male,Fair
1722,2,2,38,Hat,stomper boots,black,8,Black,Female,Good
1723,6,2,66,Shirt,light twirly dress,Free People,4,Pink,Female,Great
1724,2,2,29,Dress,Classic jene jacket,Levy,L,Blue,Female,Good
1725,4,2,24,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1726,2,2,40,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1727,5,1,22,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Good
1728,1,1,23,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1729,1,2,24,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Poor
1730,3,2,46,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1731,1,3,29,Hat,Old cowboy boots,Tough,13,Brown,Male,Good
1732,6,1,36,Shirt,High Heels Red,Vanity,6,Red,Female,Fair
1733,2,1,28,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Great
1734,1,3,19,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Poor
1735,5,1,63,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1736,1,1,50,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1737,4,2,51,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1738,6,1,63,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1739,6,3,50,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Good
1740,1,3,19,Hat,Short shorts jene style,Levy,29,Blue,Female,Great
1741,1,1,39,Shirt,Small brown phish shirt - 2011,Concert,S,Brown,Male,Good
1742,6,1,22,Dress,light purple flowery dress,Lulus,4,Purple,Female,Fair
1743,6,1,24,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1744,3,3,31,Jacket,classic jenes,Levy,34,Blue,Male,Poor
1745,5,3,34,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1746,4,2,40,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1747,4,3,52,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1748,6,1,25,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Great
1749,1,1,53,Hat,Puffy winter coat,Volcom,L,Red,Male,Good
1750,4,1,60,Shirt,classic vans,Vans,11,Red,Male,Great
1751,2,3,48,Dress,classic vans,Vans,10,Black,Female,Fair
1752,3,2,56,Pants,stomper boots,black,8,Black,Female,Good
1753,5,3,49,Jacket,light twirly dress,Free People,4,Pink,Female,Great
1754,2,3,38,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Good
1755,4,1,50,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1756,6,3,61,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1757,2,2,69,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Good
1758,3,3,67,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1759,4,2,17,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Poor
1760,1,2,18,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1761,4,3,48,Pants,Old cowboy boots,Tough,13,Brown,Male,Good
1762,5,1,49,Jacket,High Heels Red,Vanity,6,Red,Female,Fair
1763,2,1,40,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Great
1764,2,2,33,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Poor
1765,5,2,45,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1766,2,1,56,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1767,6,3,62,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1768,2,3,17,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1769,1,2,39,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Good
1770,4,2,17,Pants,Short shorts jene style,Levy,29,Blue,Female,Poor
1771,3,3,21,Jacket,Small brown phish shirt - 2011,Concert,S,Brown,Male,Great
1772,4,1,57,Vest,light purple flowery dress,Lulus,4,Purple,Female,Good
1773,4,2,67,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1774,3,3,35,Sweatshirt,classic jenes,Levy,34,Blue,Male,Great
1775,6,3,41,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Poor
1776,4,1,27,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Good
1777,6,3,23,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Fair
1778,3,2,15,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Good
1779,3,3,63,Pants,Puffy winter coat,Volcom,L,Red,Male,Good
1780,5,1,18,Jacket,classic vans,Vans,11,Red,Male,Good
1781,4,1,49,Vest,classic vans,Vans,10,Black,Male,Great
1782,1,2,70,Shoes,stomper boots,black,8,Black,Female,Good
1783,6,1,15,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Poor
1784,1,3,48,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Great
1785,4,2,40,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1786,5,1,62,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Fair
1787,4,2,39,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Great
1788,1,2,17,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1789,5,1,48,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1790,4,3,28,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Fair
1791,1,1,18,Shoes,Old cowboy boots,Tough,13,Brown,Male,Good
1792,6,3,24,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
1793,2,3,40,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Good
1794,4,3,40,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Great
1795,3,3,67,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Poor
1796,6,2,41,Dress,Carhart logo hat,Carhart,M,Brown,Female,Great
1797,2,3,50,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1798,6,3,63,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Fair
1799,2,3,21,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Great
1800,4,3,69,Shoes,Short shorts jene style,Levy,29,Blue,Female,Poor
1801,2,1,54,Sweatshirt,Small brown phish shirt - 2012,Concert,S,Brown,Male,Good
1802,1,1,55,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Fair
1803,4,1,67,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1804,5,3,46,Shirt,classic jenes,Levy,34,Blue,Male,Good
1805,6,1,37,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Good
1806,4,1,70,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Great
1807,3,1,52,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
1808,6,1,17,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Fair
1809,5,2,50,Shoes,Puffy winter coat,Volcom,L,Red,Male,Fair
1810,3,3,37,Sweatshirt,classic vans,Vans,11,Red,Male,Poor
1811,5,3,24,Shorts,classic vans,Vans,10,Black,Male,Fair
1812,3,1,58,Hat,stomper boots,black,8,Black,Female,Fair
1813,3,1,34,Shirt,light twirly dress,Free People,4,Pink,Female,Poor
1814,5,2,40,Dress,Classic jene jacket,Levy,L,Blue,Female,Great
1815,6,3,37,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1816,2,1,68,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Great
1817,3,2,45,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Poor
1818,3,2,60,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1819,4,2,53,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1820,6,2,48,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Fair
1821,2,3,15,Hat,Old cowboy boots,Tough,13,Brown,Male,Great
1822,4,3,54,Shirt,High Heels Red,Vanity,6,Red,Female,Poor
1823,3,3,63,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Good
1824,3,3,34,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Fair
1825,2,1,43,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1826,3,3,30,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Good
1827,5,2,23,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1828,1,1,19,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Great
1829,5,2,29,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Good
1830,3,3,26,Hat,Short shorts jene style,Levy,29,Blue,Female,Fair
1831,1,1,32,Shirt,Small brown phish shirt - 2012,Concert,S,Brown,Male,Fair
1832,2,2,46,Dress,light purple flowery dress,Lulus,4,Purple,Female,Poor
1833,6,3,20,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1834,5,1,63,Jacket,classic jenes,Levy,34,Blue,Male,Fair
1835,5,3,35,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Poor
1836,2,3,45,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Great
1837,5,1,36,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
1838,2,3,70,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Great
1839,3,2,18,Hat,Puffy winter coat,Volcom,L,Red,Male,Fair
1840,6,1,57,Shirt,classic vans,Vans,11,Red,Male,Good
1841,1,1,45,Dress,classic vans,Vans,10,Black,Female,Great
1842,1,1,24,Pants,stomper boots,black,8,Black,Female,Good
1843,4,1,69,Jacket,light twirly dress,Free People,4,Pink,Female,Poor
1844,2,2,66,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Good
1845,3,3,45,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1846,3,2,55,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Great
1847,1,1,64,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Poor
1848,1,3,16,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1849,5,1,42,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1850,2,2,62,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Fair
1851,1,1,42,Pants,Old cowboy boots,Tough,13,Brown,Male,Great
1852,4,1,62,Jacket,High Heels Red,Vanity,6,Red,Female,Poor
1853,6,3,38,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Great
1854,1,2,65,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1855,3,1,27,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Fair
1856,5,2,45,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Great
1857,6,3,63,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Poor
1858,6,2,67,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1859,5,2,21,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Fair
1860,3,2,34,Pants,Short shorts jene style,Levy,29,Blue,Female,Good
1861,2,3,23,Jacket,Small brown phish shirt - 2012,Concert,S,Brown,Male,Good
1862,2,3,17,Vest,light purple flowery dress,Lulus,4,Purple,Female,Good
1863,2,2,35,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Great
1864,2,2,60,Sweatshirt,classic jenes,Levy,34,Blue,Male,Good
1865,6,3,40,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1866,3,2,31,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1867,3,2,28,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1868,5,3,43,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Fair
1869,4,2,52,Pants,Puffy winter coat,Volcom,L,Red,Male,Fair
1870,1,3,31,Jacket,classic vans,Vans,11,Red,Male,Poor
1871,5,2,45,Vest,classic vans,Vans,10,Black,Male,Great
1872,6,3,34,Shoes,stomper boots,black,8,Black,Female,Good
1873,1,1,50,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Great
1874,4,2,30,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Fair
1875,1,3,52,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1876,4,2,42,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Great
1877,4,3,46,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Good
1878,2,2,19,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1879,3,1,48,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1880,1,3,49,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1881,5,1,27,Shoes,Old cowboy boots,Tough,13,Brown,Male,Great
1882,3,2,24,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Poor
1883,3,1,45,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Great
1884,4,2,55,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1885,2,2,65,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Fair
1886,2,2,19,Dress,Carhart logo hat,Carhart,M,Brown,Female,Great
1887,2,1,32,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Poor
1888,1,3,21,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Good
1889,4,2,31,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1890,6,3,64,Shoes,Short shorts jene style,Levy,29,Blue,Female,Good
1891,4,2,22,Sweatshirt,Small brown phish shirt - 2012,Concert,S,Brown,Male,Good
1892,3,2,18,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Good
1893,2,3,41,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Great
1894,1,2,39,Shirt,classic jenes,Levy,34,Blue,Male,Good
1895,2,1,57,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1896,5,1,49,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1897,4,3,45,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1898,4,1,70,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Fair
1899,6,1,51,Shoes,Puffy winter coat,Volcom,L,Red,Male,Fair
1900,2,2,17,Sweatshirt,classic vans,Vans,11,Red,Male,Poor
1901,5,3,53,Shorts,classic vans,Vans,10,Black,Male,Great
1902,3,3,61,Hat,stomper boots,black,8,Black,Female,Good
1903,1,3,24,Shirt,light twirly dress,Free People,4,Pink,Female,Great
1904,6,3,38,Dress,Classic jene jacket,Levy,L,Blue,Female,Fair
1905,1,1,33,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1906,5,3,34,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Great
1907,3,1,50,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Good
1908,1,2,59,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1909,5,2,42,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1910,4,1,69,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1911,5,2,60,Hat,Old cowboy boots,Tough,13,Brown,Male,Great
1912,4,2,18,Shirt,High Heels Red,Vanity,6,Red,Female,Poor
1913,3,3,55,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Great
1914,3,3,17,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1915,6,1,33,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Fair
1916,3,2,66,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Great
1917,2,2,41,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Poor
1918,4,1,34,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1919,2,3,56,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1920,5,1,45,Hat,Short shorts jene style,Levy,29,Blue,Female,Good
1921,4,2,32,Shirt,Small brown phish shirt - 2013,Concert,S,Brown,Male,Good
1922,1,3,53,Dress,light purple flowery dress,Lulus,4,Purple,Female,Good
1923,6,2,62,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Great
1924,2,1,53,Jacket,classic jenes,Levy,34,Blue,Male,Good
1925,2,3,20,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1926,3,1,38,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1927,6,2,25,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1928,6,3,37,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Fair
1929,1,1,65,Hat,Puffy winter coat,Volcom,L,Red,Male,Fair
1930,5,3,67,Shirt,classic vans,Vans,11,Red,Male,Poor
1931,3,1,21,Dress,classic vans,Vans,10,Black,Female,Great
1932,1,1,50,Pants,stomper boots,black,8,Black,Female,Good
1933,5,2,19,Jacket,light twirly dress,Free People,4,Pink,Female,Great
1934,1,3,68,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Fair
1935,4,1,29,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1936,2,2,63,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Great
1937,2,2,44,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Good
1938,6,2,52,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1939,3,3,50,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1940,6,3,25,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1941,4,3,29,Pants,Old cowboy boots,Tough,13,Brown,Male,Great
1942,4,1,63,Jacket,High Heels Red,Vanity,6,Red,Female,Poor
1943,1,2,39,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Great
1944,2,2,29,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1945,3,2,51,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Fair
1946,1,1,25,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Great
1947,3,1,25,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Poor
1948,5,3,20,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1949,3,1,36,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Fair
1950,3,3,63,Pants,Short shorts jene style,Levy,29,Blue,Female,Good
1951,5,3,45,Jacket,Small brown phish shirt - 2013,Concert,S,Brown,Male,Good
1952,4,3,20,Vest,light purple flowery dress,Lulus,4,Purple,Female,Good
1953,3,1,51,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Great
1954,4,2,16,Sweatshirt,classic jenes,Levy,34,Blue,Male,Good
1955,4,1,51,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1956,2,1,59,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1957,5,2,26,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1958,1,2,27,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Fair
1959,3,1,38,Pants,Puffy winter coat,Volcom,L,Red,Male,Fair
1960,6,1,47,Jacket,classic vans,Vans,11,Red,Male,Poor
1961,4,2,35,Vest,classic vans,Vans,10,Black,Male,Great
1962,2,1,68,Shoes,stomper boots,black,8,Black,Female,Good
1963,1,1,16,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Great
1964,3,3,41,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Fair
1965,6,3,59,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1966,2,1,42,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Great
1967,4,1,52,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Good
1968,3,1,42,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1969,1,3,49,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1970,2,3,40,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1971,6,1,62,Shoes,Old cowboy boots,Tough,13,Brown,Male,Great
1972,2,3,31,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Poor
1973,4,2,15,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Great
1974,5,1,15,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1975,4,1,29,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Fair
1976,5,2,60,Dress,Carhart logo hat,Carhart,M,Brown,Female,Great
1977,2,1,25,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Poor
1978,3,2,66,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Good
1979,2,3,30,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1980,6,3,41,Shoes,Short shorts jene style,Levy,29,Blue,Female,Good
1981,3,2,24,Sweatshirt,Small brown phish shirt - 2013,Concert,S,Brown,Male,Good
1982,3,2,54,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Good
1983,6,3,67,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Poor
1984,6,1,18,Shirt,classic jenes,Levy,34,Blue,Male,Great
1985,4,3,28,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Good
1986,4,3,56,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1987,1,2,69,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1988,1,1,20,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Poor
1989,6,3,17,Shoes,Puffy winter coat,Volcom,L,Red,Male,Good
1990,6,1,62,Sweatshirt,classic vans,Vans,11,Red,Male,Fair
1991,5,1,26,Shorts,classic vans,Vans,10,Black,Male,Good
1992,5,2,59,Hat,stomper boots,black,8,Black,Female,Good
1993,1,1,57,Shirt,light twirly dress,Free People,4,Pink,Female,Good
1994,3,2,27,Dress,Classic jene jacket,Levy,L,Blue,Female,Great
1995,1,3,67,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1996,5,2,61,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
1997,5,1,70,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Great
1998,3,3,48,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1999,3,1,16,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Fair
2000,6,2,42,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
2001,3,2,26,Hat,Old cowboy boots,Tough,13,Brown,Male,Poor
2002,1,3,15,Shirt,High Heels Red,Vanity,6,Red,Female,Good
2003,3,3,55,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Fair
2004,4,1,28,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
2005,3,1,22,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
2006,2,3,21,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Good
2007,6,3,25,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Great
2008,1,2,59,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Poor
2009,5,1,57,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Great
2010,2,3,61,Hat,Short shorts jene style,Levy,29,Blue,Female,Good
2011,6,3,15,Shirt,Small brown phish shirt - 2013,Concert,S,Brown,Male,Fair
2012,6,1,30,Dress,light purple flowery dress,Lulus,4,Purple,Female,Great
2013,5,1,25,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Poor
2014,5,1,27,Jacket,classic jenes,Levy,34,Blue,Male,Good
2015,1,3,20,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
2016,5,3,29,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Good
2017,4,2,48,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
2018,4,3,15,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Good
2019,5,2,32,Hat,Puffy winter coat,Volcom,L,Red,Male,Great
2020,6,3,18,Shirt,classic vans,Vans,11,Red,Male,Good
2021,5,1,53,Dress,classic vans,Vans,10,Black,Female,Fair
2022,6,2,34,Pants,stomper boots,black,8,Black,Female,Fair
2023,5,3,65,Jacket,light twirly dress,Free People,4,Pink,Female,Poor
2024,3,3,48,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Fair
